uf,municipio,nome_conflito,familias,area
Pernambuco,Moreno,Eng. Xixaim/ Acamp. Margarida Alves,55,100
Pernambuco,,,917,8100
Pernambuco,Petrolina,Proj. Irrigação Nilo Coelho/Mª Tereza/Codevasf,300,4000
Pernambuco,São Joaquim do Monte,Faz. Jabuticaba/4 Irmãos,45,
Pernambuco,Sirinhaém,Com. Pesqueiras/Rio Sirinhahém/Us. Trapiche,,
Pernambuco,Tamandaré,Engenho Canoinha,65,800
Pernambuco,Timbaúba,Eng. Beleza/Us. Cruangi,80,
Pernambuco,Subtotal = 26,,4423,19583
Piauí,Baixa Grande do Ribeiro,Comunidade Morro d' Água,9,1200
Piauí,Bom Jesus,Comunidade Corrente dos Matões,41,
Piauí,Bom Jesus/ Gilbués,Com. Melancias/Morro d' Água/Gata/Barra do Correntina/Riacho dos Cavalos/Brejo das Éguas/Serra Partida/Assent. Rio Preto,41,
Piauí,Cristino Castro,Comunidade de Vão de Santana,8,
Piauí,Curral Novo do Piauí,Com. Baixio dos Belos/Mineradora Bemisa,24,
Piauí,Esperantina,Assentamento Data Coité/Vila Esperança,,
Piauí,Isaías Coelho/ Campinas do Piauí,Com. Quil. Sabonete/Rio Canindé,47,
Piauí,Paulistana,Com. Quill. Contente/Transnordestina,47,
Piauí,Paulistana,Comunidade Barro Vermelho,21,
Piauí,Santa Filomena,Área em Chupé/Grupo Pompeu/JAP,13,
Piauí,Teresina,Assent. Jacarandá/Povoado Tapúia,45,
Piauí,Subtotal = 11,,296,1200
Paraná,Alvorada do Sul,Faz. Palheta/Acamp. Ester Fernandes/Atalla,50,
Paraná,Cascavel,Fazenda Jangadinha,11,
Paraná,Cascavel,Complexo Cajati/ Assent. Valmir Mota,200,3185
Paraná,Castro,Faz. Capão Cipó/Fundação ABC/Acamp. Maria Rosa do Contestado,200,300
Paraná,Centenário do Sul,Fazenda Quem Sabe/Assent. Maria Lara,40,468
Paraná,Clevelândia,Fazenda Três Capões/Olvepar,15,97
Paraná,Clevelândia,Fazenda Morro Alto/Olvepar,30,114
Paraná,Clevelândia,Faz. São Francisco/Acamp. Terra Livre/Olvepar,,
Paraná,Clevelândia,Faz. Moraes/Madereira Campos de Palmas/Acamp. Mãe dos Pobres 2,24,200
Paraná,Guaíra,T. I. Guarani Mbya/Tekohá Marangatu/Guasu Guavirá/Itaipu,61,
Paraná,Guaíra,T. I. Guarani Mbya/Tekohá Mirim/Guasu Guavirá/Itaipu,10,
Paraná,Guaíra,T. I. Guarani Mbya/Tekohá Yhovy/Guasu Guavirá/Itaipu,21,
Paraná,Guaíra,T. I. Guarani Mbya/Tekohá Ara Porã/Guasu Guavirá/Itaipu,36,
Paraná,Guaíra,T. I. Guarani Mbya/Tekohá Karumbe'y/Guasu Guavirá/Itaipu,21,
Paraná,Guaíra,T. I. Guarani Mbya/Tekohá Jevy/Guasu Guavirá/Itaipu,69,
Paraná,Guaíra,T. I. Guarani Mbya/Tekohá Guarani/Emp. Mate Laranjeira/Itaipu,15,
Paraná,Guaíra,T. I. Guarani Mbya/Tekohá Tatury/Mineradora Andreis/Itaipu,8,
Paraná,Guaíra,Porto Paragem/Loteamento Bacia/Ibama,21,
Paraná,Honório Serpa,Faz. Pinho Fleck/Olvepar/Acamp. Sete Povos das Missões,24,500
Paraná,Honório Serpa,Faz. Chopim II/Olvepar,24,200
Paraná,Itaipulândia,T. I. Avá Guarani/Tekohá Yva Renda/Itaipu Binacional,15,
Paraná,Laranjal,Fazenda Prudentina/Acamp. José Rodrigues,54,"852,9"
Paraná,Lindoeste,Fazenda Gasparetto,15,"382,36"
Paraná,Lindoeste,Fazenda Trento,40,2000
Paraná,Lindoeste,Área do CTG,15,
Paraná,Londrina,Faz. Marília/Acamp. Quilombo dos Palmares,167,200
Paraná,Mangueirinha,Faz. Ronda/Invernada do Nardo/Acamp. União pela Terra/Olvepar,19,
Paraná,Mariluz,Faz. Santa Luzia/Acamp. Santa Rita,9,
Paraná,Nova Cantu,Faz. Nova Jerusalém/Área Próxima ao Assent. Nova Jerusalém,5,
Paraná,Ortigueira/ Faxinal,Faz. Nossa Sra. do Carmo/Brasileira/Acamp. Maila Sabrina,400,4400
Paraná,Palmas,Faz. Sta. Maria/T. I. Kaingang,150,90
Paraná,Pinhão,Faxinal Bom Retiro,10,"145,2"
Paraná,Pinhão,Vila Alecrim/Madeireira Zattar,100,
Paraná,Porecatu,Faz. Variante/Acamp. Fidel Castro/Us. Central/Grupo Atalla,400,
Paraná,Querência do Norte,Fazenda São Francisco/Acamp. Companheiro Sétimo Garibaldi,50,
Paraná,Querência do Norte,Faz. Água do Bugre/Acamp. Valdair Roque,40,
Paraná,Roncador,Fazenda Rio Azul,50,105
Paraná,Santa Helena,T. I. Ava Guarani/Tekoha Mokoi Joegua - Dois Irmãos/Itaipu Binacional,20,
Paraná,Santa Helena,T.I. Avá Guarani/Tekoha Pyhau/Itaipu binacional,12,
Paraná,Santa Helena,T. I. Avá Guarani/Tekoha Curva Guarani /Itaipu Binacional,14,
Paraná,Tamarana,Faz. Tamarana/parte da área T.I. Kaingang,50,
Paraná,Terra Roxa,T. I. Guarani Mbya/Tekoha Araguajy/Guasu Guavirá/Itaipu,100,
Paraná,Terra Roxa,T. I. Guarani Mbya/Tekohá Araguaju/Pôr do Sol/Itaipu,36,
Paraná,Terra Roxa,T. I. Guarani Mbya/Tekohá Yvyraty Porã/Faz. São Paulo/Itaipu,36,
Paraná,Terra Roxa,T. I. Guarani Mbya/Tekohá Nhemboete/Guasu Guavirá/Itaipu,6,
Paraná,Terra Roxa,T. I. Guarani Mbya/Tekohá Pohã Renda/Guasu Guavirá/Itaipu,25,
Paraná,Terra Roxa,T. I. Guarani Mbya/Tekohá Tajy Poty/Guasu Guavirá/Itaipu,7,
Paraná,Subtotal = 47,,2725,13239
Rio de Janeiro,Campos dos Goytacazes/ São João da Barra,Com. Água Preta/Complexo Portuário Açu/Minas-Rio/PAC,15,
Rio de Janeiro,Duque de Caxias/ Nova Iguaçu,Assent. Terra Prometida/Tinguá,60,
Rio de Janeiro,Macaé,Fazenda Bom Jardim,63,1600
Rio de Janeiro,Macaé,Acamp. Edson Nogueira/ Unidade Pedagógica,150,
Rio de Janeiro,Mangaratiba,Faz. Santa Justina/Acamp. Olga Benário,57,850
Rio de Janeiro,Niterói,Colônia de  Pescadores Z-7,9,
Rio de Janeiro,Niterói,Comun. Pesqueira  da Praia Bom Sossego,5,
Rio de Janeiro,Rio de Janeiro/ Niterói,Aldeia do Imbuhy,28,3150
Rio de Janeiro,Subtotal = 8,,387,5600
Rio Grande do,Afonso Bezerra,Área do Estado/Acamp. Antônio Batista,100,
Rio Grande do,João Câmara,Faz. Baixa Verde/Pecol Agropecuária,60,800
Rio Grande do,São Gonçalo do Amarante,Parque Nac. das Nascentes/Rio Golandim,300,
Rio Grande do,Touros/ São Miguel do Gostoso,Acampamento Maria Aparecida,32,
Rio Grande do,Subtotal = 4,,492,800
Rondônia,Alto Alegre do Parecis,Acamp. Che Guevara/Faz. Sol Nascente,130,
Rondônia,Ariquemes,Acamp. Canaã/Faz. Arroba/Só Cacau,200,3800
Rondônia,Ariquemes,Faz. Cauan/Galhardi/Acamp. Raio do Sol/Linha C-19/Trav. 1 da Linha 45,40,1000
Rondônia,Ariquemes,Acamp. São Francisco/RO-257,67,
Rondônia,Ariquemes,Gl. Burareiro/Lote 160/Km- 52/Faz. Normann,12,
Rondônia,Ariquemes,Acampamento Renato Nathan 2,40,
Rondônia,Buritis,Faz. Lourinho/P. A. Santa Helena/Linha 02,20,
Rondônia,Buritis/ Campo Novo de Rondônia,Faz. Cinco Estrelas e Rio Azul/Acamp. Jacinópolis II,40,1500
Rondônia,Cabixi,Acamp. Igarapé Preto/Faz. do Gauxinho,80,
Rondônia,Cacoal,T. I. Sete de Setembro,345,248000
Rondônia,Campo Novo de Rondônia,P. A. Nova Floresta,34,
Rondônia,Campo Novo de Rondônia/ Guajará- Mirim/ Mirante da Serra/ Costa Marques/ Jaru/ Alvorada do Oeste/ Governador Jorge Teixeira/ Nova Mamoré/ Cacaulândia/,T. I. Uru-Eu-Wau-Wau,115,1867117
Rondônia,Candeias do Jamari,Agrop. Rio Candeias/Faz. Urupá/Assent. Flor do Amazonas/Acamp. Boa Sorte,80,33000
Rondônia,Candeias do Jamari,PAF Jequitibá,514,133000
Rondônia,Candeias do Jamari,Com. Ramal São Sebastião,47,2000
Rondônia,Candeias do Jamari,Lote 105/P. A. Flor do Amazonas 2,700,
Rondônia,Candeias do Jamari,P. A. Rio Preto do Candeias,,
Rondônia,Cerejeiras,Gleba Guaporé/Lote 167,,
Rondônia,Cerejeiras,Área do Lixão/Fundo do Parque Ind. Aurélio Miliiorança/Assoc. dos Peq. Prod. Rurais Nossa Sra. Aparecida,25,
Rondônia,Chupinguaia,Gleba Corumbiara/Lote 52/Setor 07/Assoc. Nossa Sra. Aparecida,107,
Rondônia,Chupinguaia/ Vilhena,Faz. Estrela/Pai Herói/Lotes 52 e 53/Linhas 80 e 85/Gl. Corumbiara/Assoc. Nossa Sra. Aparecida,50,
Rondônia,Corumbiara,Acamp. Manoel Ribeiro/Faz. ZC/Gl. Corumbiara/Lote 100/Linha 155/Setor 110,50,2023
Rondônia,Costa Marques,Com. Quilombola de Santa Fé,12,1452
Rondônia,Cujubim,Linha 106/Região Soldado da Borracha,,
Rondônia,Espigão do Oeste,Reserva Indígena Roosevelt,240,
Rondônia,Guajará-Mirim,Ramal do Bom Sossego/Km 22,60,
Rondônia,Ji-Paraná,T. I. Igarapé Lourdes,246,186000
Rondônia,,,30,
Rondônia,,,91,18100
Rondônia,Mirante da Serra,Faz. na Linha 70/Área Revolucionária Paulo Bento,60,
Rondônia,Mirante da Serra,Assentamento Padre Ezequiel,193,6031
Rondônia,Monte Negro,Faz. Padre Cícero/Acamp. Monte Verde,90,
Rondônia,Monte Negro,Acamp. Élcio Machado/Linha A2,300,
Rondônia,Nova Brasilândia do Oeste,Acampamento Paulo Freire 2,45,6400
Rondônia,Nova Mamoré,Acamp. Dois Irmãos/Dois Amigos/Faz. do Bispo/Linha 29 C,105,
Rondônia,Nova Mamoré,Acamp. Conquista/Faz. Primavera/Gleba Buriti/Distrito de Jacinópolis,38,
Rondônia,Ouro Preto do Oeste,Lote 30-A/Gleba 7/Projeto Integrado de Colonização Ouro Preto,15,
Rondônia,Pimenta Bueno,Lote 58/Setor 07/Linha 85/Barão de Melgaço/Gl. Corumbiara,38,2700
Rondônia,Pimenta Bueno,Faz.Triângulo/El Karana,6,
Rondônia,Pimenta Bueno,Fazenda Santo Expedito,4,
Rondônia,Pimenteiras,Faz. Nova Zelândia/Gl. Santa Rosa/Linha 11,43,
Rondônia,Porto Velho,Área do Militão/Setor Chacareiro,600,900
Rondônia,Porto Velho,Rio das Garças/Faz. Alexandria/Acamp. São Cristovão,418,
Rondônia,Porto Velho,Faz. Camim/Camia/Kamias/Linha G da F/Acamp. Fruto da Terra,35,2000
Rondônia,Porto Velho,Gl. Rio Garças/Colônia Areia Branca/Lote 4,60,
Rondônia,Porto Velho,Acamp. Linha 5/Distrito Bandeirantes,58,
Rondônia,Porto Velho,Linha C-10/Km 32,,
Rondônia,Porto Velho/ Alto Paraíso,Acamp. Nova Esperança/Boa Esperança/Título Definitivo São Sebastião/Flona Bom Futuro,419,
Rondônia,Porto Velho/ Campo Novo de Rondônia/ Nova Mamoré,Resex Jaci-Paraná,,191234
Rondônia,,,58,152930
Rondônia,Rio Crespo,"Acamp. Bacuri/Linha 105/C- 95/Km 30/Gl. Burareiro/Lotes 14, 15, 16/Gl. 01",66,
Rondônia,São Francisco do Guaporé,Com. Quilombola de Pedras Negras/Resex,20,
Rondônia,São Miguel do Guaporé,Com. Quilombola do Senhor Jesus,8,5627
Rondônia,Seringueiras,Faz. Riacho Doce/Acamp. Paulo Freire 4,75,2480
Rondônia,Seringueiras,Faz. Bom Futuro/Acamp. Enilson Ribeiro,400,11000
Rondônia,Seringueiras,P. A. Riacho Doce,75,
Rondônia,Vilhena,"Lotes 62, 63, 64/Sítio 90-A/Linha 85/Setor 08/Faz. Vilhena/Gl. Corumbiara",70,
Rondônia,Vilhena,P. A. Águas Claras,64,
Rondônia,Vilhena,Gl. Corumbiara/Setor 12/Lote 52/Faz. Duarte/Assoc. Canarinho,50,
Rondônia,Vilhena,Glebas Iquê e Pesqueira/Cooperativa Cooperfrutas,150,1052
Rondônia,Vilhena,Lote 52 /Linha 85/Setor 07,40,
Rondônia,Vilhena,Linha 115/Lote 25/Gl. Corumbiara,,
Rondônia,Vilhena,Acamp. Flor da Serra,64,
Rondônia,Subtotal = 64,,7042,2879346
Roraima,Alto Alegre,T.I. Macuxi e Wapixana/ Reserva Boqueirão,116,
Roraima,Alto Alegre,Assentamento Novo Planalto,120,5000
Roraima,Amajari,Maloca Três Corações,,
Roraima,Amajari,T. I. Anaro/Maloca do Anaro,11,
Roraima,Amajari,Maloca Ananás,3,
Roraima,Boa Vista,Assent. Nova Amazônia/Faz. Bamerindus/Gl. Truaru/ Aldeia Lago da Praia,547,16000
Roraima,Boa Vista,Gleba Murupu/Com. Baixadão do Bem-Te-Vi/Reg. Bom Intento,36,420
Roraima,Cantá,T.I. Wapixana/ Maloca Recanto da Saudade (NS),,
Roraima,Cantá,Gleba Tacutú/Com. de Chácaras,52,127261
Roraima,Cantá/ Bonfim,T.I. Wapixana/ Reserva Muriru,46,
Roraima,Caracaraí,Área Cojubim Beira Rio,67,800
Roraima,Caracaraí,P. A. Cupiuba,36,13738
Roraima,Caroebe,P. A. Jatapu,1878,
Roraima,Mucajaí,Assentamento Vila Nova/Samaúma,1,
Roraima,Mucajaí,Fazenda Tocantins/Acamp. Lula Livre,100,650
Roraima,Mucajaí/ Alto Alegre/ Caracaraí,T. I. Yanomami/Apiauí/Papiu/Yawarip é,1142,9644975
Roraima,Pacaraima,T. I. São Marcos/Macuxi/Wapixana/Taure pang,1460,654000
Roraima,Rorainópolis,T. I. Pirititi,13,40095
Roraima,São Luís/ São João da Baliza,T. I. Waimiri Atroari,502,
Roraima,Uiramutã/ Normandia/ Pacaraima,T. I. Raposa Serra do Sol/Jawari/Brilho do Sol/S. Miguel,6400,1678800
Roraima,Subtotal = 20,,12530,12181739
Rio Grande do,Carazinho,Com. Kaingang/Parque da Cidade,30,
Rio Grande do,Encruzilhada do Sul,Assentamento Segredo Farroupilha,,2067
Rio Grande do,Nonoai,T. I. Nonoai Rio da Várzea,,16400
Rio Grande do,Porto Alegre,Faz. Ponta do Arado/T. I Guarani Mbya,7,426
Rio Grande do,Porto Alegre,Quilombo dos Machados,20,
Rio Grande do,Taquari,Área da Antiga Fepagro,50,460
Rio Grande do,Subtotal = 6,,107,19353
Santa Catarina,Abelardo Luz,T. I. Toldo Imbu/Kaingang,61,1965
Santa Catarina,Araquari/ Balneário Barra do Sul,T.I. Tarumã/Guarani M'bya,5,2172
Santa Catarina,Campos Novos/ Monte Carlo,Com. Quilombola Invernada dos Negros,170,8000
Santa Catarina,Chapecó,T. I. Toldo Chimbangue/Kaingang/Sede Trentim,133,1963
Santa Catarina,Itaiópolis/ Doutor Pedrinho/ José Boiteux/ Vítor Meireles/ Ibirama,T. I. Xokleng Bugio/Duque de Caxias/Ibirama-La Klaño/B. Norte/Bom Sucesso,514,37108
Santa Catarina,Monte Carlo,Com. Quilombola Campo dos Polí,30,
Santa Catarina,Palhoça,T. I. Morro dos Cavalos/Itaty/Guarani M'Bya,75,1998
Santa Catarina,Palhoça,T. I. Praia de Fora/Guarani,4,
Santa Catarina,Paulo Lopes,Com. Quilombola Toca de Santa Cruz,38,
Santa Catarina,Rio do Campo,Área da Rohden S.A./Serra do Mirador,12,77
Santa Catarina,Subtotal = 10,,1042,53283
São Paulo,Agudos,Faz. Tangará/Marruá,25,750
São Paulo,Araras,Acamp. Paulo Kageyama/Assent. Araras IV,400,
São Paulo,Barra do Turvo,Com. Quilombola Cedro/Vale do Ribeira,23,
São Paulo,,,29,
São Paulo,,Área em Castilho,130,
São Paulo,,Fazenda Rancho do Abrigo,500,
São Paulo,,Área do CESP/CTG,80,160
São Paulo,Gália,Faz. Paraíso/Vitória/Santa Fé/Assent. Luiz Beltrame,18,
São Paulo,Iacanga,Acampamento Guaricanga,500,
São Paulo,Iguape,T. I. Ka' Aguy Hovy/Guarani Mbya/Vale da Ribeira,,1000
São Paulo,Iguape,14 Com. Caiçara na Est. Eco. Juréia Itatins,300,
São Paulo,Itapetininga,Parque Ecológico Municipal Manoel Silvério,10,35
São Paulo,Itirapina,Acamp. Três de Setembro,,
São Paulo,Limeira,Área do Horto Florestal de Limeira,110,2000
São Paulo,Miracatu,Aldeia Ko'e Ju/T.I. Amba Porã/Guarani Mbya/Vale do Ribeira,16,7200
São Paulo,Miracatu,T.I. Ka' Aguy Mirim/Guarani Mbya/Vale da Ribeira,28,1000
São Paulo,Miracatu,T.I. Djaiko - Aty/Guarani Mbya e Ñandeva/Vale do Ribeira,10,1000
São Paulo,Mogi-Guaçu,Fazenda Campininha,400,4500
São Paulo,Mongaguá,T. I. Itaóca/Guarani Mbya e Ñandeva,22,553
São Paulo,Panorama,Acamp. Sesp-Bandeirantes,,
São Paulo,Ribeirão Preto,Acamp. Plantio Verde,,
São Paulo,Riversul,Fazenda Can-Can,23,600
São Paulo,São Carlos,Fazenda Capão das Antas,216,
São Paulo,São Vicente/ São Bernardo do Campo/ Mongaguá,T. I. Tenondé Porã/Kaliptory/Guyrapaju/Krukut u/Tape Miri/Grexakã/Kuaray Rexakã,250,15969
São Paulo,Ubatuba,Com. Caiçara de Ubatumirim,,
São Paulo,Ubatuba,Com. Caiçara da Almada,,
São Paulo,Ubatuba,Com. Caiçara do Cedro,,
São Paulo,Valinhos,Faz. Eldorado/Acamp. Marielle Vive,1000,1000
São Paulo,Subtotal = 28,,4090,35767
Tocantins,Almas,Comunidade Quilombola Baião,25,
Tocantins,Araguaína,Loteamento Caju Manso/Lt. 2/Faz. Pinheiro/Com. Gurgueia,23,1001
Tocantins,Araguaína,Chaparral Agropecuária Ltda./Fazenda Chaparral I,40,"1356,4"
Tocantins,Araguaína,P. A. Paraíso,127,5889
Tocantins,Araguaína/ Luzinópolis/ Muricilândia,Faz. Volta Grande/Assent. Manoel Alves Bié,94,965
Tocantins,Babaçulândia,"Faz. Aruanã I, II, III e IV/Taboca",70,
Tocantins,Babaçulândia,UHE Estreito/Acamp. Ilha Verde,35,
Tocantins,Barra do Ouro,Gleba Tauá,80,12000
Tocantins,Barra do Ouro,Gleba São José/Com. São José,64,
Tocantins,Barra do Ouro,Gleba Garimpo/Faz. Serrinha/Comunidade Serrinha,32,1221
Tocantins,Conceição do Tocantins,Comunidade Quilombola Água Branca,35,
Tocantins,Conceição do Tocantins,Comunidade Quilombola Matões,38,
Tocantins,Cristalândia/ Lagoa da Confusão,T. I. Mata Alagada/Loroty/Faz. Planeta/Krahô Kanela,31,
Tocantins,Crixás do Tocantins,Fazenda Consolação,200,3761
Tocantins,Darcinópolis,Assentamento Destilaria,47,
Tocantins,Filadélfia,UHE Estreito/Acamp. Dom Bosco,35,
Tocantins,Formoso do Araguaia P.A. Caracol,,127,17094
Tocantins,Formoso do Araguaia/ Lagoa da Confusão/ Piúm,Parque Indígena do Araguaia,875,1359000
Tocantins,Formoso do Araguaia/ Lagoa da Confusão/ Piúm,"Ilha do Bananal/Mata do Mamão//Indígenas isolados ""Cara Preta""",,
Tocantins,Goiatins,Gleba Sítio Taquari/Faz. Pau D'Óleo,6,
Tocantins,Ipueiras,Faz. Pântano do Papagaio/Acamp. Clodomir Santos de Morais,40,2070
Tocantins,Luzinópolis,Faz. São Joaquim I e II/Ass. Água Boa,40,3275
Tocantins,Nova Olinda,Faz. Santa Maria/Gleba Anajá/Pombas,30,"1121,66"
Tocantins,Palmeirante,Faz. Recreio/Freitas/Acamp. Bom Jesus/Gabriel Filho,19,"975,29"
Tocantins,Porto Alegre do Tocantins,Comunidade Quilombola São Joaquim,68,
Tocantins,Porto Alegre do Tocantins,Comunidade Quilombola Lajinha,40,
Tocantins,São Bento do Tocantins,Fazenda Estrela de Davi,80,
Tocantins,Tocantinópolis/ Maurilândia do Tocantins,T. I. Apinajé/Apinayés/UHE Serra Quebrada/PAC,227,
Tocantins,Wanderlândia,Fazenda Santa Maria,50,
Tocantins,Subtotal = 29,,2578,1409729
Tocantins,Total = 930,,144692,53312543
